34,139
34,140
34,144
34,145
34,147
34,148
34,149
34,150
34,151
34,152
34,153
34,154
34,155
34,156
34,157
34,158
34,159
34,160
34,161
34,162
34,163
34,164
34,167
34,170
34,174
34,175
34,176
34,177
34,178
34,179
34,180
34,181
34,182
34,183
34,184
34,185
34,187
34,188
34,189
44,59
24,8
24,9
24,10
24,12
24,14
24,19
24,26
24,28
24,29
24,35
24,54
24,62
24,63
24,64
24,65
24,66
24,67
24,78
24,79
24,80
24,81
24,82
24,83
24,93
24,94
24,95
24,101
24,113
24,114
24,115
24,116
24,119
24,120
24,124
24,125
24,131
24,132
24,142
24,143
24,146
24,147
24,148
24,149
24,152
24,155
24,156
24,163
24,164
24,165
24,166
24,167
24,168
24,169
24,171
24,172
42,54
42,55
42,57
42,63
42,65
42,142
42,143
50,96
47,86
6,15
6,16
6,17
6,18
6,25
6,26
6,27
6,28
6,29
6,30
6,31
6,32
6,33
6,34
6,47
6,48
6,62
6,64
6,66
6,67
6,68
6,69
6,87
6,88
6,89
6,91
6,94
6,95
6,100
6,105
6,107
6,108
6,110
6,111
6,112
6,113
6,114
6,115
6,116
6,117
6,118
6,124
6,125
6,145
6,147
6,155
6,156
6,157
6,159
6,168
6,169
6,171
6,172
6,187
6,188
6,189
4,11
4,13
4,21
4,22
4,23
4,26
4,44
4,77
4,101
4,102
4,111
4,112
4,121
4,122
4,123
7,15
7,16
7,18
7,24
7,25
7,40
7,47
7,48
7,52
7,53
7,58
7,71
7,72
7,73
7,86
7,89
7,91
7,98
7,100
7,111
7,112
7,117
7,118
7,126
7,127
7,128
7,129
7,130
7,138
7,139
7,140
7,160
7,161
7,162
7,187
7,188
7,189
9,15
9,16
9,18
9,21
9,22
9,23
9,25
9,40
9,43
9,44
9,45
9,52
9,53
9,56
9,65
9,86
9,91
9,94
9,95
9,96
9,99
9,113
9,114
9,115
9,116
9,117
9,118
9,121
9,122
9,123
9,126
9,133
9,134
9,135
9,136
9,141
9,144
17,3
17,8
17,9
17,10
17,11
17,13
17,14
17,19
17,21
17,22
17,23
17,40
17,43
17,44
17,45
17,46
17,47
17,48
17,49
17,52
17,53
17,60
17,61
17,64
17,65
17,69
17,70
17,79
17,83
17,84
17,97
17,99
17,101
17,113
17,116
17,120
17,121
17,122
17,123
17,127
17,128
17,129
17,130
17,133
17,134
17,135
17,136
17,137
17,138
17,139
17,140
17,146
17,152
17,153
17,154
17,155
17,159
17,163
17,164
17,168
17,169
17,171
17,172
17,173
17,174
17,175
17,176
17,177
17,178
17,179
17,180
17,181
17,182
17,183
17,184
17,185
17,186
17,187
17,188
17,189
17,190
26,24
26,36
26,39
26,45
26,48
26,52
26,53
26,59
26,79
26,98
26,99
10,57
10,86
10,107
10,117
10,118
13,16
13,17
13,18
13,20
13,25
13,26
13,27
13,28
13,29
13,39
13,40
13,45
13,47
13,48
13,49
13,50
13,60
13,61
13,62
13,64
13,65
13,72
13,73
13,83
13,84
13,86
13,87
13,88
13,89
13,90
13,91
13,94
13,95
13,96
13,97
13,99
13,103
13,108
13,111
13,112
13,113
13,114
13,115
13,116
13,117
13,118
13,121
13,125
13,126
13,127
13,128
13,129
13,130
13,131
13,132
13,133
13,134
13,135
13,136
13,137
13,138
13,139
13,140
13,147
13,163
13,164
13,165
13,166
13,171
13,172
37,21
37,22
37,23
37,43
37,44
37,45
37,86
37,98
37,111
37,112
37,117
37,118
37,121
37,122
37,123
37,148
3,19
3,21
3,22
3,43
3,44
3,92
3,121
11,11
11,15
11,16
11,17
11,18
11,20
11,21
11,22
11,23
11,25
11,35
11,36
11,37
11,39
11,40
11,41
11,42
11,43
11,44
11,45
11,46
11,47
11,66
11,67
11,68
11,69
11,70
11,78
11,79
11,80
11,81
11,82
11,83
11,87
11,88
11,89
11,90
11,91
11,91
11,93
11,94
11,95
11,96
11,97
11,98
11,100
11,101
11,103
11,107
11,110
11,111
11,112
11,113
11,114
11,115
11,116
11,117
11,118
11,119
11,120
11,121
11,122
11,123
11,124
11,125
11,127
11,128
11,129
11,130
11,135
11,137
11,138
11,139
11,140
11,144
11,145
11,149
11,153
11,154
11,155
11,156
11,157
11,158
11,159
11,160
11,161
11,162
11,165
11,166
11,167
11,168
11,169
11,186
11,187
11,188
11,189
59,151
59,170
38,24
38,59
38,71
38,72
38,73
52,120
58,86
14,8
14,9
14,10
14,11
14,12
14,13
14,14
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
14,23
14,24
14,25
14,26
14,27
14,28
14,29
14,30
14,31
14,32
14,33
14,34
14,35
14,36
14,37
14,38
14,39
14,41
14,42
14,43
14,44
14,45
14,46
14,47
14,48
14,49
14,50
14,52
14,53
14,58
14,60
14,61
14,62
14,63
14,64
14,65
14,66
14,67
14,68
14,69
14,70
14,71
14,72
14,73
14,74
14,77
14,78
14,79
14,80
14,81
14,82
14,86
14,94
14,95
14,96
14,97
14,109
14,113
14,114
14,115
14,116
14,117
14,118
14,121
14,122
14,123
14,124
14,125
14,126
14,127
14,128
14,129
14,130
14,150
14,156
14,159
14,163
14,164
14,167
14,174
14,175
14,176
14,179
14,180
14,181
14,182
14,183
14,184
14,185
30,3
30,19
30,20
30,21
30,22
30,23
30,26
30,27
30,28
30,29
30,30
30,31
30,32
30,34
30,35
30,37
30,40
30,41
30,43
30,44
30,45
30,49
30,50
30,53
30,52
30,53
30,54
30,55
30,56
30,57
30,58
30,60
30,61
30,62
30,63
30,64
30,65
30,66
30,67
30,68
30,69
30,70
30,74
30,75
30,76
30,77
30,85
30,96
30,97
30,109
30,121
30,122
30,123
30,127
30,128
30,129
30,130
30,131
30,132
30,142
30,143
30,144
30,145
30,149
30,162
30,190
19,21
19,22
19,23
19,40
19,43
19,44
19,45
19,75
19,76
19,121
19,122
19,123
19,173
19,180
19,181
19,182
19,183
19,184
19,185
19,186
5,15
5,16
5,18
5,25
5,59
5,139
5,186
51,70
51,117
51,118
51,152
12,19
12,37
12,40
12,63
12,65
12,67
12,74
12,75
12,76
12,85
12,93
12,96
12,97
12,100
12,101
12,102
12,108
12,111
12,112
12,113
12,114
12,115
12,116
12,117
12,118
12,119
12,120
12,124
12,126
12,127
12,128
12,129
12,130
12,136
12,141
12,148
12,149
12,152
12,160
12,161
12,162
12,187
12,188
12,189
49,96
8,15
8,16
8,17
8,18
8,21
8,22
8,23
8,25
8,26
8,27
8,28
8,29
8,30
8,31
8,32
8,37
8,39
8,40
8,43
8,44
8,45
8,47
8,62
8,64
8,65
8,68
8,84
8,86
8,87
8,88
8,89
8,90
8,91
8,100
8,102
8,107
8,111
8,112
8,113
8,114
8,115
8,116
8,117
8,118
8,121
8,122
8,123
8,124
8,152
8,155
8,156
8,157
8,158
8,159
8,160
8,161
8,162
8,165
8,166
8,172
8,186
8,187
8,188
8,189
21,17
21,26
21,27
21,29
21,30
21,31
21,32
21,47
21,62
21,72
21,73
21,87
21,88
21,89
21,90
21,93
21,100
21,105
21,108
21,109
21,187
21,188
21,189
29,1
29,2
29,5
29,6
29,7
2,12
2,15
2,16
2,18
2,20
2,21
2,22
2,23
2,24
2,25
2,26
2,27
2,30
2,31
2,32
2,33
2,34
2,35
2,38
2,39
2,40
2,41
2,42
2,43
2,44
2,46
2,47
2,48
2,49
2,50
2,51
2,52
2,53
2,62
2,63
2,68
2,69
2,70
2,71
2,72
2,73
2,78
2,79
2,80
2,81
2,82
2,83
2,86
2,89
2,90
2,91
2,94
2,96
2,97
2,98
2,99
2,100
2,101
2,103
2,104
2,105
2,106
2,107
2,108
2,109
2,110
2,111
2,112
2,113
2,114
2,115
2,116
2,119
2,120
2,121
2,122
2,123
2,126
2,127
2,128
2,129
2,130
2,131
2,132
2,133
2,134
2,136
2,145
2,147
2,148
2,160
2,161
2,173
2,174
2,175
2,176
2,177
2,178
2,179
2,180
2,181
2,182
2,183
2,184
2,185
2,186
2,187
2,188
2,189
15,17
15,25
15,38
15,40
15,52
15,53
15,58
15,59
15,71
15,72
15,73
15,77
15,86
15,87
15,88
15,89
15,126
15,127
15,128
15,129
15,130
15,163
15,164
18,11
18,12
18,20
18,21
18,22
18,23
18,26
18,27
18,28
18,29
18,30
18,31
18,32
18,33
18,34
18,35
18,36
18,39
18,40
18,43
18,44
18,45
18,49
18,50
18,51
18,60
18,61
18,62
18,64
18,65
18,66
18,67
18,68
18,69
18,70
18,78
18,79
18,80
18,81
18,82
18,83
18,90
18,92
18,93
18,94
18,95
18,96
18,97
18,98
18,100
18,101
18,103
18,104
18,105
18,106
18,107
18,108
18,109
18,110
18,111
18,112
18,117
18,118
18,119
18,120
18,121
18,122
18,123
18,126
18,127
18,128
18,129
18,130
18,131
18,132
18,133
18,134
18,135
18,136
18,137
18,138
18,139
18,140
18,144
18,145
18,146
18,147
18,148
18,149
18,150
18,152
18,153
18,154
18,155
18,156
18,157
18,159
18,165
18,166
18,167
18,168
18,169
18,186
18,187
18,188
18,189
31,3
31,174
31,186
31,190
36,19
36,92
36,93
36,101
48,86
43,59
53,138
50,173
55,186
39,33
39,34
39,63
39,165
16,58
16,59
16,155
57,142
57,143
54,138
41,50
41,51
41,54
41,60
41,61
41,62
41,83
41,84
41,131
41,132
41,133
41,134
41,135
41,136
41,157
41,158
22,54
22,64
22,65
22,83
40,36
40,39
40,98
40,99
56,141
25,3
25,4
25,11
25,12
25,15
25,16
25,17
25,18
25,19
25,20
25,21
25,22
25,23
25,24
25,25
25,26
25,27
25,28
25,29
25,30
25,31
25,32
25,33
25,34
25,35
25,37
25,39
25,41
25,42
25,43
25,44
25,45
25,47
25,50
25,51
25,54
25,55
25,56
25,57
25,58
25,60
25,61
25,62
25,63
25,64
25,65
25,66
25,67
25,68
25,69
25,71
25,72
25,73
25,74
25,75
25,76
25,78
25,79
25,80
25,81
25,82
25,83
25,84
25,86
25,87
25,88
25,89
25,90
25,91
25,92
25,93
25,94
25,95
25,96
25,97
25,98
25,99
25,100
25,102
25,103
25,104
25,105
25,106
25,107
25,108
25,109
25,110
25,113
25,114
25,115
25,116
25,117
25,118
25,119
25,120
25,121
25,122
25,123
25,124
25,125
25,127
25,128
25,129
25,130
25,131
25,132
25,133
25,134
25,135
25,136
25,137
25,138
25,139
25,140
25,142
25,143
25,144
25,145
25,146
25,147
25,148
25,149
25,150
25,152
25,155
25,156
25,159
25,160
25,161
25,162
25,163
25,164
25,165
25,166
25,167
25,168
25,169
25,171
25,172
25,186
25,187
25,188
25,189
25,190
