
5,13,Pemutakhiran IGT Potensi,46,Memutakhirkan IGT Migas dan Minerba,Peta Sumber Daya Batubara skala 1:50.000,8,13
5,13,Pemutakhiran IGT Potensi,46,Memutakhirkan IGT Migas dan Minerba,Peta Sumber Daya Panas Bumi skala 1:50.000,8,13
5,13,Pemutakhiran IGT Status,36,Memutakhirkan IGT Kawasan Khusus,Peta Kawasan Industri Eksisting dan Peta Rencana Kawasan Industri skala 1: 50.000,7,13
5,13,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Lahan Gambut skala 1:50.000,6,13
5,13,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Tanah Semi-Detail skala 1:50.000,6,13
5,13,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Tutupan Kelapa Sawit Indonesia minimal skala 1:50.000,6,13
5,13,Pemutakhiran IGT Perencanaan Ruang,40,Memutakhirkan IGT Perencanaan Ruang,Peta Kawasan Wilayah Pertahanan Negara skala 1:1.000.000,4,13
5,13,Pemutakhiran IGT Perencanaan Ruang,40,Memutakhirkan IGT Perencanaan Ruang,Peta Rinci  Wilayah Pertahanan Negara skala 1:50.000,4,13
5,13,Pemutakhiran IGT Status,35,Memutakhirkan IGT Batas Wilayah,Peta Batas Darat Negara skala 1:25.000,3,13
5,13,Pemutakhiran IGT Status,35,Memutakhirkan IGT Batas Wilayah,Peta Batas Laut Negara skala 1:1.000.000,3,13
5,13,Pemutakhiran IGT Status,35,Memutakhirkan IGT Batas Wilayah,"Peta Batas Administrasi Provinsi, Peta Batas Administrasi Kabupaten/Kota skala 1:50.000",2,13
5,13,Pemutakhiran IGT Status,35,Memutakhirkan IGT Batas Wilayah,Peta Batas Administrasi Desa/Desa Adat dan Peta Batas Administrasi Kelurahan minimal skala 1:10.000,2,13
6,6,Penyebarluasan Data IG,50,Peningkatan Fungsi dan Kapasitas Geoportal PKSP ,Sosialisasi Katalog Unsur Geografi Indonesia (KUGI),25,6
6,6,Penyebarluasan Data IG ,51,Peningkatan Fungsi dan Kapasitas Geoportal PKSP ,"Sosialisasi Spesifikasi Produk Data, Metadata dan Informasi Kualitas IG",25,6
6,6,Penyebarluasan Data IG ,50,Peningkatan Fungsi dan Kapasitas Geoportal PKSP ,Tersediannya Katalog IG akses terbatas maupun publik dalam Geoportal KSP (Penghubung Simpul Jaringan),25,6
6,6,Penyebarluasan Data IG ,51,Peningkatan Fungsi dan Kapasitas Geoportal PKSP ,Ketersediaan Katalog IGD untuk mendukung KSP dalam Geoportal Simpul Jaringan BIG berbasis Geospatial Open Linked Data (GOLD) ,25,6
6,6,Penyebarluasan Data IG ,51,Peningkatan Fungsi dan Kapasitas Geoportal PKSP ,Tersedianya standar berbagi data melalui Geospatial Open Linked Data (GOLD) ,25,6
6,6,Penyebarluasan Data IG ,51,Peningkatan Fungsi dan Kapasitas Geoportal PKSP ,Tersedianya Katalog berbagi data di Geoportal KSP (Penghubung Simpul Jaringan ) melalui Geospatial Open Linked Data (GOLD),25,6
6,6,Penyebarluasan Data IG ,51,Peningkatan Fungsi dan Kapasitas Geoportal PKSP ,Tersedianya skema integrasi sistem JIGN dan sistem pengambilan keputusan (decision support system),25,6
6,6,Penyebarluasan Data IG ,51,Peningkatan Fungsi dan Kapasitas Geoportal PKSP ,Sosialisasi skema integrasi sistem JIGN dan sistem pengambilan keputusan (decision support system),25,6
6,6,Penyebarluasan Data IG ,51,Peningkatan Fungsi dan Kapasitas Geoportal PKSP ,Penyiapan integrasi sistem JIGN dan sistem pengambilan keputusan (decision support system),25,6
6,6,Penyebarluasan Data IG ,51,Peningkatan Fungsi dan Kapasitas Geoportal PKSP ,Tersedianya fungsi geoportal KSP (Penghubung simpul Jaringan) sebagai alat bantu dalam pengambilan keputusan (decision support system),25,6
6,6,Penyebarluasan Data IG ,52,Peningkatan Fungsi dan Kapasitas Geoportal PKSP ,Tersedianya IGT melalui skema content delivery network (CDN) dalam pusat data terdistribusi 1 lokasi,25,6
6,6,Penyebarluasan Data IG ,51,Peningkatan Fungsi dan Kapasitas Geoportal PKSP ,Tersedianya IGT KSP melalui replica conten network (CDN) dalam pusat data terdistribusi 2 lokasi,25,6
6,6,Penyebarluasan Data IG ,51,Peningkatan Fungsi dan Kapasitas Geoportal PKSP ,Tersedianya IGT KSP melalui replica conten network (CDN) dalam pusat data terdistribusi 3 lokasi,25,6
6,6,Penyusunan Grand Design Pembangunan Pusat Data Nasional,53,Penyusunan Grand Design Produk PKSP dalam Pusat Data Nasional,Dokumen Kajian Grand Design  Produk PKSP dalam Pusat Data Nasional,14,6
7,7,Penyelesaian Tumpang Tindih Pemanfaatan Lahan,54,Identifikasi Tumpang Tindih Pemanfaatan Lahan,Penetapan Peta Indikatif Tumpang Tindih antar IGT (PITTI),14,7
7,7,Penyelesaian Tumpang Tindih Pemanfaatan Lahan,55,Analisis Penyelesaian Tumpang Tindih Pemanfaatan Lahan ,Rekomendasi Penyelesaian Tumpang Tindih Pemanfaatan Lahan,14,7
7,7,Penyelesaian Tumpang Tindih Pemanfaatan Lahan,56,Pelaksanaan Penyelesaian Tumpang Tindih Pemanfaatan Lahan,Rencana Aksi Penyelesaian Tumpang Tindih Pemanfaatan Lahan,14,7
7,7,Pelaporan Pelaksanaan Kebijakan Satu Peta Kepada Presiden RI,57,Penyusunan Laporan Pelaksanaan Percepatan Kebijakan Satu Peta,Laporan Pelaksanaan Percepatan Kebijakan Satu Peta (PKSP),14,7
